,loss,acc,auc,val_loss,val_acc,val_auc
50,0.06585674732923508,0.9789593815803528,0.9934917688369751,0.12216861546039581,0.9621421694755554,0.9854609966278076
51,0.05701020732522011,0.9827108383178711,0.9957897663116455,0.2245066612958908,0.957525372505188,0.9711362719535828
52,0.059357255697250366,0.9786331653594971,0.9961099624633789,0.1730147898197174,0.9547553062438965,0.9737709164619446
53,0.05357782170176506,0.9820584058761597,0.9960087537765503,0.15602512657642365,0.9612188339233398,0.9754693508148193
54,0.052450064569711685,0.9841787815093994,0.9953884482383728,0.1378297507762909,0.9584487676620483,0.9847584962844849
55,0.052481211721897125,0.9838525652885437,0.9960496425628662,0.18810029327869415,0.9639889001846313,0.9749767184257507
56,0.0568479523062706,0.9827108383178711,0.9945957660675049,0.1356729418039322,0.9593721032142639,0.9845913648605347
57,0.058786410838365555,0.9796118140220642,0.9951725006103516,0.2075469195842743,0.9612188339233398,0.9736786484718323
58,0.061014071106910706,0.9815690517425537,0.9940750002861023,0.16270264983177185,0.9649122953414917,0.9816442131996155
59,0.06450445204973221,0.9789593815803528,0.9945847392082214,0.19175036251544952,0.957525372505188,0.9740234613418579
60,0.06580951064825058,0.9805904626846313,0.9946331977844238,0.16082483530044556,0.9602954983711243,0.9839639663696289
61,0.06065972521901131,0.981242835521698,0.9952694177627563,0.15916913747787476,0.9639889001846313,0.983252763748169
62,0.0690407082438469,0.9804273247718811,0.9931396842002869,0.13299185037612915,0.9621421694755554,0.9857587814331055
