,loss,acc,auc,val_loss,val_acc,val_auc
0,0.6505823731422424,0.7302234768867493,0.5189063549041748,0.6129918098449707,0.7257617712020874,0.5117031335830688
1,0.5875700116157532,0.7382156252861023,0.5199321508407593,0.6046541929244995,0.7257617712020874,0.5133930444717407
2,0.5835214853286743,0.7382156252861023,0.5207496881484985,0.5958419442176819,0.7257617712020874,0.5360817313194275
3,0.5809630751609802,0.7382156252861023,0.523608922958374,0.610045850276947,0.7257617712020874,0.5388962030410767
4,0.5800593495368958,0.7382156252861023,0.5227097272872925,0.5825509428977966,0.7257617712020874,0.7518591284751892
5,0.5117965340614319,0.7445767521858215,0.7496472001075745,0.43365007638931274,0.8088642954826355,0.8640947341918945
6,0.3827815055847168,0.8532050251960754,0.8687739372253418,0.31028228998184204,0.8965835571289062,0.9058781862258911
7,0.2979958653450012,0.8982221484184265,0.910173237323761,0.2374267280101776,0.9196676015853882,0.9413023591041565
8,0.26098567247390747,0.9138802886009216,0.9303021430969238,0.260774701833725,0.9196676015853882,0.9462071061134338
9,0.2297070026397705,0.9202414155006409,0.9426461458206177,0.18731722235679626,0.9399815201759338,0.9633699059486389
10,0.2069738656282425,0.9328005313873291,0.9546030163764954,0.17592628300189972,0.9436749815940857,0.9704188108444214
11,0.19730331003665924,0.93541020154953,0.9586103558540344,0.16152897477149963,0.9409049153327942,0.9775940179824829
12,0.1748545616865158,0.9443809986114502,0.967067301273346,0.1536196619272232,0.9436749815940857,0.9800828099250793
13,0.16820304095745087,0.9443809986114502,0.9682091474533081,0.17330387234687805,0.9482917785644531,0.9722672700881958
14,0.15474167466163635,0.9491111040115356,0.9726063013076782,0.15147483348846436,0.950138509273529,0.9765958786010742
15,0.15085427463054657,0.9491111040115356,0.975385308265686,0.1365547925233841,0.9510618448257446,0.9833856225013733
16,0.1433936059474945,0.952373206615448,0.977954626083374,0.12841519713401794,0.957525372505188,0.9840388894081116
17,0.13449102640151978,0.9571032524108887,0.9799678921699524,0.13261854648590088,0.957525372505188,0.9821133613586426
18,0.12441468238830566,0.9580819010734558,0.9818982481956482,0.12875819206237793,0.9547553062438965,0.9848248958587646
19,0.12326992303133011,0.9602022767066956,0.9825782775878906,0.11759748309850693,0.9584487676620483,0.9871744513511658
20,0.12003939598798752,0.9605284333229065,0.9843754172325134,0.1769692301750183,0.950138509273529,0.9693093299865723
21,0.123426154255867,0.9605284333229065,0.9816963076591492,0.13046368956565857,0.9529085755348206,0.9861699938774109
22,0.11633004993200302,0.9615070819854736,0.9853687882423401,0.13152682781219482,0.9584487676620483,0.9830964207649231
23,0.11376485228538513,0.9615070819854736,0.9855092167854309,0.14191244542598724,0.9547553062438965,0.983130693435669
24,0.10400005429983139,0.9654216170310974,0.9881899356842041,0.1309891641139984,0.9566020369529724,0.9831327795982361
25,0.10199519991874695,0.964769184589386,0.9872696399688721,0.11361905932426453,0.9649122953414917,0.9870052933692932
26,0.09852629899978638,0.9678682088851929,0.9884995222091675,0.18271513283252716,0.9409049153327942,0.9878576993942261
27,0.10192090272903442,0.9641168117523193,0.9890291690826416,0.1381235420703888,0.9556786417961121,0.9803270697593689
28,0.08609472215175629,0.9724351763725281,0.9907383918762207,0.1411859542131424,0.9547553062438965,0.976638674736023
29,0.09366491436958313,0.970641016960144,0.9895615577697754,0.13549765944480896,0.9584487676620483,0.9849256277084351
30,0.08488310128450394,0.968357503414154,0.9918655157089233,0.15899938344955444,0.9547553062438965,0.9713205099105835
31,0.08504918217658997,0.9721089601516724,0.9906620383262634,0.14196206629276276,0.9612188339233398,0.9815842509269714
32,0.08869809657335281,0.9699885845184326,0.9915114641189575,0.1360490918159485,0.9630655646324158,0.9793974757194519
33,0.07678865641355515,0.9734138250350952,0.9930167198181152,0.18152907490730286,0.9510618448257446,0.9654261469841003
34,0.07898376137018204,0.9712934494018555,0.993080735206604,0.13895854353904724,0.9510618448257446,0.9895691871643066
35,0.08236370235681534,0.9745555520057678,0.9909002780914307,0.16943494975566864,0.9584487676620483,0.9731431603431702
36,0.06879916787147522,0.9761865735054016,0.9947934150695801,0.12397653609514236,0.9593721032142639,0.9850456714630127
37,0.07528079301118851,0.9740661978721619,0.9940093755722046,0.13229185342788696,0.9630655646324158,0.9811643958091736
38,0.0856126993894577,0.9730876088142395,0.9917420744895935,0.1386042684316635,0.9556786417961121,0.9841458797454834
39,0.06730907410383224,0.9783069491386414,0.994340717792511,0.12898075580596924,0.9593721032142639,0.9803698658943176
40,0.07104522734880447,0.9776545166969299,0.9932888150215149,0.14778576791286469,0.9538319706916809,0.9777804017066956
41,0.06846810132265091,0.9774914383888245,0.9938483834266663,0.14199955761432648,0.9649122953414917,0.9784914255142212
42,0.07502680271863937,0.9725982546806335,0.9929565191268921,0.12363763153553009,0.9667590260505676,0.9867525696754456
43,0.062108658254146576,0.979448676109314,0.9951052069664001,0.15333440899848938,0.9621421694755554,0.9773584604263306
44,0.07852485775947571,0.9742293357849121,0.993036150932312,0.13592378795146942,0.9602954983711243,0.9806461334228516
45,0.07138374447822571,0.9761865735054016,0.9937115907669067,0.1360001266002655,0.9639889001846313,0.980661153793335
46,0.062086187303066254,0.9810797572135925,0.9947080016136169,0.14089658856391907,0.9621421694755554,0.9827665686607361
47,0.0641993060708046,0.9784700870513916,0.9944267868995667,0.1487150937318802,0.9639889001846313,0.9792795777320862
48,0.07125214487314224,0.9765127897262573,0.9946452975273132,0.17303837835788727,0.9639889001846313,0.9718837141990662
49,0.07195708155632019,0.9796118140220642,0.9936392307281494,0.12344560772180557,0.9612188339233398,0.9884617328643799
